,0,1,2,3,4,5,6
0,0.9183524808415137,0.9984354693462268,0.8375619505891865,0.8466054575957505,0.2709913928091314,0.6597396981952923,0.6331702608958799
1,0.9935973141340241,0.8039962139746032,0.7230076088754133,0.30429681628854566,0.544215699453734,0.9083387513088048,0.45801877174269745
2,0.1134353628430409,0.9781985096799646,0.48359895734158476,0.16592434205088458,0.014126427195763291,0.7761416584691164,0.6817314942916683
3,0.8077621541107828,0.1490239004745727,0.07286624208614734,0.674988261407538,0.8856409998525272,0.1599005672762166,0.11354337182768892
4,0.2848136025198804,0.9650009660229687,0.42452343715893615,0.407224703874316,0.11636572371496057,0.596205618146261,0.5759467185507642
5,0.23799780250589841,0.2376647773907551,0.23355115563603457,0.06879026963000023,0.1970928834259269,0.9833481586589806,0.24579272126464258
6,0.04322188769449453,0.9968223576019571,0.013668479218070795,0.18349339545289067,0.3593004039491289,0.17448136503857614,0.24544027573015625
7,0.28071522539772487,0.4871986792048524,0.04680275125457112,0.04332081008729294,0.5518955221816692,0.35502466602598803,0.6550865700688141
8,0.22464323322525737,0.8035709411487475,0.4403847618077611,0.7250022693984549,0.25940928451182055,0.6764370642483746,0.26711941213903834
9,0.7465697415605675,0.32714037946074737,0.6466062336746916,0.6150405120752527,0.7635661407856106,0.2185585421423516,0.6073981550082843
10,0.9372214607575308,0.40496216727768597,0.6449732913912505,0.7525369156293806,0.3244156248438622,0.5426761379039258,0.9225131818690285
11,0.8503471621618047,0.7873329546095371,0.8415548314122755,0.3188090478066753,0.3352625769430455,0.11660559826746209,0.1466452704662522
12,0.37456811136714263,0.31108314683930405,0.1623571591709685,0.5383302788445952,0.4060163619526791,0.47352822590916743,0.6925718818622203
13,0.14388861700609212,0.7400436716108331,0.8822185055569193,0.5271013286655103,0.5545642487705149,0.13075334787976656,0.05006425651221924
14,0.7269390456843057,0.4527923688391118,0.041490282227649056,0.6052407184862597,0.8760761631963458,0.5031468486081402,0.20212209482645627
15,0.6892807683244142,0.5471668924775955,0.30669314063293285,0.15580394594607516,0.0101727425624063,0.21308612036905994,0.5162628368193124
16,0.2650264838477985,0.7114261088932081,0.7442248709053363,0.3430101607733306,0.19717013779651826,0.2266000709600483,0.6985350475754987
17,0.47061722341358825,0.6459626088140096,0.9043731817170482,0.5319378871535798,0.7799749407702226,0.2815832018201999,0.18928399335063928
18,0.04952363107261604,0.6754076709402695,0.8092061876416168,0.026098649267938256,0.4193655134758202,0.9491785775100072,0.5565043185126204
19,0.018037261211925282,0.1461001222282362,0.04583423838997869,0.8573366398063937,0.8727298447354594,0.8892392713140855,0.6329750271737977
20,0.1949166250254517,0.7142520056390512,0.35231229559229693,0.7936420365990561,0.5209574215071053,0.3741221293864374,0.913762786862984
21,0.16972125640799918,0.463166031434043,0.6028239631619483,0.7786853365038447,0.2306942530685403,0.3428394490253335,0.9356807135786445
22,0.8397012801318784,0.893870954195448,0.47636449088026556,0.5262284437852215,0.629807766269336,0.37942935412373413,0.41354185431104007
23,0.37353241308634455,0.3903747314345616,0.0397536406370802,0.9967488651602316,0.9456320713212332,0.9845262491098575,0.7257004600048399
24,0.5802625882333217,0.16877678691705045,0.3890629319246077,0.7010326044295077,0.2646951163308433,0.356530325474283,0.9817145180434339
25,0.5011445514370693,0.20036873208545447,0.9030188979428617,0.7226701749156064,0.5056390882909085,0.8996689745505795,0.6093384741262444
26,0.24896693492156619,0.2501431286153969,0.29655700560345,0.26951709738146656,0.21398566279839837,0.8307675592848058,0.31556907240845533
27,0.4436510344085799,0.7355703904609835,0.023056896091131263,0.9005212409962495,0.41843204120717836,0.15272201085224235,0.05234275751024464
28,0.7696236158809118,0.07402456706461447,0.7665552128188475,0.638728973491615,0.6104849931208954,0.723311474960996,0.5044667333981643
29,0.6019771500404114,0.46035270869904465,0.857795223350509,0.792100603779673,0.6765503755954556,0.2175759376082428,0.8063077809628318
30,0.8059046164958041,0.4403149681991779,0.5932766882125139,0.44522722627599,0.3816982105409791,0.8120613467369573,0.06433179786333154
31,0.04908170444941673,0.850176480251856,0.9728476170529063,0.13305655560970076,0.8759328862564288,0.7371867212216301,0.7366333259689468
32,0.0859338504313456,0.5480124924077331,0.758894808692944,0.16646911492343552,0.75475514219754,0.2458650455184479,0.8405565220500766
33,0.8013907412289187,0.6058311178702369,0.4839481979266991,0.4906098945437668,0.02993097687834889,0.43573748394225,0.46567988538062377
34,0.9008172485874918,0.7962206225864341,0.6272349393588416,0.4682939129884689,0.18490000466378753,0.36012855337178296,0.16867579139155642
35,0.27411803566462856,0.537695664505001,0.8812567730638773,0.23350833377842417,0.28421448307857367,0.005943720673138531,0.47117611153018213
36,0.14534953475032708,0.8035867443898563,0.1519636539721062,0.8547608419989544,0.3739875612591447,0.5397408432348382,0.9716471867480889
37,0.9606163343430064,0.25130893950943733,0.7092794444236702,0.09476996332067378,0.0037795377842582134,0.7733941720820751,0.3612438463309944
38,0.012382739029745182,0.7758719155432506,0.636357814439685,0.8112705300401784,0.4369076944004391,0.7241003992645761,0.6874770552415478
